node_id,level,n_leaves,label,top_dishes
N78299,0,1841,fish dishes,fish taco; chips fish; grilled salmon; salmon teriyaki; fish sandwich; grilled tilapia; ancho salmon; fish fried
N76289,2,24,stir-fried udon dishes,fried pasta seafood stir udon; fried pasta stir udon vegetable; shrimp yakiudon; fried pasta shrimp udon; fried pasta shrimp stir udon; fried pasta udon vegetable; udon veggie yaki; pasta seafood spicy udon yaki
N77418,2,30,noodle stir fry dishes,japchae; beef sukiyaki; bowl steak yakisoba; glass korean noodles pasta; pasta steak yakisoba; steak yakisoba; japchae noodles; beef fried pasta stir udon
N77255,2,52,pork noodle dishes,chow mein pork roast; dan noodles pasta; chow fun mei pork roast; fun mei pork; bbq chow mein pork; fun mei pork roast; pad pork thai; fried noodle pan pasta pork
N77341,2,74,fried noodle dishes,chow house mein special; fried noodles pan pasta; fried noodle pan; golden noodles pasta; ba mee pad pasta; chow hong kong mein pasta style; chow mein mixed vegetable; bah mee pasta
N77510,2,30,flour-based savory dishes,pancake scallion; ball sesame; bbq buns pork steamed; green onion pancake; kimchi pancake; corn hand made taco tortillas; free gluten roll; bread focaccia pizza
N77488,2,10,fried pickle dishes,fried pickles; chips fried pickle; deep fried pickles; kale salad; fried pickle spears; fried pickle slices; chips pickle; kale pesto pizza
N76853,2,29,seafood fried rice,crab fried meat rice; fried rice shrimp thai; clay pot shrimp; beef fried rice thai; fried rice seafood thai; fried rice shrimp vietnamese; fried rice seafood spicy; crab fried rice shell soft
N75147,2,19,buttermilk breakfast items,buttermilk original pancakes; buttermilk pancakes; biscuit primal sandwich; buttermilk gff pancakes; buttermilk eggs pancakes; buttermilk waffle; buttermilk fluffy pancakes; pancakes red velvet
N76277,2,13,rice and sausage dishes,beans red rice; beans red rice sausage; beans cajun red rice sausage; longsilog; morcilla; morcilla moronga taco; plate salchicha; arepa con morcilla
N76982,2,52,pork noodle dishes,chop pork suey; fried pork stir; hunan pork style; bbq lo mein pork; chow fun mei pork; bbq fried noodles pan pasta pork; fried noodle pan pasta pork shredded; fried noodles pasta pork stir
N77311,2,31,seafood pasta dishes,crispy kung lobster noodles pao pasta; chop lobster suey; jjam pasta ppong; sen woon yum; pasta shrimp soba; crab noodle pasta; hokkien mee pasta; pasta soba
N77039,2,68,chicken curry dishes,chettinad chicken; guisado pollo; chicken stew; curry vindaloo; bbq chicken hawaiian; guisado pollo taco; boneless chicken karahi; chicken curry hyderabadi
N77495,2,130,thai noodle dishes,drunken noodles pasta; ew noodles pad pasta see; hakka noodles; drunken noodle; khing pad; drunken noodles pasta spicy; kee mao noodle pad pasta; lad na noodles pasta
N76678,2,252,chicken wing varieties,traditional wings; chicken wings; bone smoked wings; bbq wings; classic wings; hot wings; lemon pepper wings; bone traditional wings
N77239,2,58,fried rice dishes,crab fried rice; balls boudin; fried lobster rice; chop grilled pork rice; crabmeat fried rice; chop grilled pork rice steamed; belly fried pork rice; beef fried or rice shrimp
N73705,2,6,fried clam dishes,clam strips; basket clam strip; clam fried strips; chips clam strips; clam fried sandwich; clam roll strip
N77379,2,54,shrimp dishes,peas shrimp snow; honey shrimp walnut; chinese shrimp vegetable; shrimp walnut; beans shrimp string; buffalo shrimp; peas shrimp snow steamed; chinese shrimp veg
N77526,2,37,oyster dishes,boy oyster po; basket fried oyster; fried oyster; fried oyster platter; oysters raw; deep fried oyster; oyster roll; oyster taco
N75763,2,27,pork tenderloin dishes,peas pork snow; parmesan pork; asparagus pork; peking pork sauce; grilled pork tenderloin; fried pork sandwich tenderloin; egg tenderloin; pork steak tenderloin
N76868,2,40,spicy squid dishes,pepper salt squid; fried pepper salt squid; hunan squid; bbq squid; lemongrass squid; salad squid sushi; pizza venetian; squid teriyaki
N76579,2,26,spicy pork dishes,egg foo pork young; bbq korean meatballs; kra pad pow; jalapeno roll sausage; jalape sausage; roll sushi trapper; korean meatball sandwich; burger pastor sandwich
N77515,2,35,spicy chicken curries,curry kadai; chettinadu chicken curry; biryani chicken special vijayawada; aavakai biryani chicken dum; biryani chicken vijayawada; chicken mandi; chicken curry karahi peshawari; kadai murgh
N77010,2,45,seafood soup dishes,caldo camaron de; caldo de pescado; caldo de mariscos; de mariscos sopa; seafood soup; caldo camar de; fish soup; alaskan chowder salmon smoked soup
N73610,2,7,breaded beef cutlets,beef milaneza; carne de milanesa; beef katsu; milanesa res; de milanesa rez; beef cutlet; de millanesa res
N77447,2,75,chicken dark meat dishes,chicken tandoori; asado pollo; legs thighs; chicken jerk; carnitas chicken; chicken thighs; bj chicken sauced thighs tossed; carnitas de pollo
N77263,2,53,scallop seafood dishes,garlic sauce scallops; peas scallops snow; garlic hot sauce scallop; hotate sushi; creamy roll scallop; chopped scallop sushi; creamy scallop; pepper salt scallops
N76855,2,20,Asian beef noodle dishes,pasta sukiyaki; beef bowl sukiyaki; beef boiled sichuan; pasta suki yaki; beef boiled water; beef don sukiyaki; beef clay pot rice; beef hot pot spicy
N76875,2,42,bean and grain soups,black eyed peas; cup drop egg free gluten soup; bowl drop egg free gluten soup; bean soupe white; drop egg soup; bean black soup; country potato soupe; bean black lunch soup
N77460,2,36,eel and salmon dishes,don sushi unagi; bowl don unagi; fried rice salmon; bowl eel; unaju; hibachi salmon shrimp; donburi sushi unagi; don salmon teriyaki
N77029,2,56,noodle soup dishes,noodle pasta pork soup; ramen seafood; egg noodle soup wonton; pork ramen; pasta soup wonton; noodle pasta ramen seafood spicy; pasta ramen seafood spicy; beef ramen
N77247,2,90,pork dishes,hawaiian luau pizza; chile plate verde; bowl burrito pork spicy; bowl pork; curry pork; bowl carnitas; grilled plate pork rice; com nuong thit
N76812,2,18,chicken dishes,bone chicken kabob; boneless chicken kabob mild; com ga nuong sa; boneless breast chicken fried; chicken fried leg; boneless chicken kabob thighs; bbq boneless classic wings; chicken fried taiwanese
N77506,2,80,Vietnamese grilled pork noodles,grilled pork vermicelli; bun nuong thit; bun cha gio nuong thit; grilled pork shrimp vermicelli; bowl grilled pork shrimp vermicelli; biet bun dac; bowl bun cha gio nuong thit; bun nuong pasta thit
N76834,2,25,katsu dishes,katsu; bento tonkatsu; bowl katsudon; don katsu pork; katsu plate pork; bowl don katsu pork; donburi pork; curry tonkatsu
N74161,2,54,buffalo chicken wings,buffalo wings; buffalo hot wings; buffalo mild wings; kookaburra platter wings; boneless chicken wings; buffalo things traditional wings; bone wing wings; platter wings
N76212,2,19,korean beef ribs rice,beef grilled ribs rice; bibimbap dolsot galbi; bowl galbi; beef ribs rice; beef korean rib rice; bento galbi; kalbi plate ribs; beef bento ribs
N76710,2,27,vegetarian Indian thali dishes,thali veg; biryani dum hyderabadi veg; thali vegetarian; curry masala tikka veg; biryani dum hyderabadi vegetable; korma mushroom; bowl korma vegan; meat thali
N77412,2,17,feet dishes,chicken feet; chicken feet steamed; chicken feet spicy; feet pork; feet garlic pork spicy; boneless duck feet; clay feet fermented pig pot tofu; feet grilled pork
N75559,2,13,chicken liver dishes,chicken liver; chicken fried livers; liver sandwich; encebollado higado platillo; gizzards livers wings; hummus kibda; grilled liver onions steak; bheja masala tava
N77189,2,66,chicken ground meat dishes,meatball spicy sub sweet; chicken kabab seekh; lettuce wraps; chicken ground kabob spicy; kabob sandwich shami; chapli chicken kabab; chicken koobideh; chicken kabab kofta
N75851,2,32,chicken tenders dishes,chicken platter tender; basket chicken tender; spicy tenders; chicken platter ribs tender; chicken cut prime tenders; platter tenders; chicken tender wrap; fry seasoned tenders
N77370,2,14,turkey dishes,all natural roasted turkey; leg turkey; leg smoked turkey; roast turkey; necks turkey; leg stuffed turkey; cranberry oven roasted turkey; turkey wing
N77116,2,46,chicken wings dishes,bone breaded out wings; fried kentucky wings; wicked wings; chicken fried wings; basket wing; waffles wings; breaded wings; bird black boneless wings
N62100,2,4,pork center chop dishes,center chops cut pork; center chops cut pork steak; broiled center chops cut pork; center chops cut pork twin
N77340,2,70,mole and stew dishes,en mole pollo; mole poblano; mole; jollof rice; brown chicken stew; encebollado pollo; con mole pollo; doro wot
N76790,2,41,chicken dishes wraps,gyro sandwich; plate shawarma; chicken karaage; bonchon wrap; chicken yakitori; yakitori; bihari kabab; karaage
N77214,2,28,dumplings and wontons,shrimp shumai; caterpillar sushi; spicy wonton; flamin hot wontons; shumai; mai siu; wonton; kurobuta pork pot shrimp stickers
N75533,2,8,chicken gizzard dishes,chicken gizzard; chicken fried gizzard; chicken fried gizzard stir; molleja taco; mollejas plate; chicken gizzard sour spicy; chicken fried gizzards spicy stir; chicken gizzard hot sour
N72109,2,10,pork sparerib dishes,louis ribs spareribs st style; bean black sauce spareribs steamed; garlic honey spareribs; bean black sauce spareribs; bbq pork spareribs; louis platter ribs spareribs st style; meaty pork spareribs; bean black spareribs steamed
N77480,2,32,grilled pork rice dishes,com nuong suon; gyoza plate teriyaki; bi com nuong tam thit; chop pork rice; bi cha com suon; basil pork thai; kra pad praw; ga pad prao
N76025,2,23,seafood mussel dishes,green mussel; black mussel; baked mussel; mussels zealand; diavolo fra mussels; mussels steamed; barcelona mussels; linguine mussels pasta
N77302,2,14,duck and frog dishes,confit duck; crispy duck garlic roasted; crispy frog legs pair; frog pot spicy; ancas de rana; frog legs plate; frog sauteed spicy; frog pepper pickled
N76916,2,13,quail dishes,egg quail sushi; grilled lunch quail; grilled quail; eggs quail; fajita quail; kabobs quail; codornices fajita; asada codorniz
N77078,2,9,roast duck dishes,duck peking; duck roast; crispy duck roast; duck hong kong roast style; cantonese duck roast style; cantonese duck roast; duck peking roasted; duck sauce soy tongue
N76974,2,31,rice and pasta dishes,pilaf rice; dirty rice; risotto shrimp; rice spanish; linguine pasta scampi shrimp; arancini; kabob kofta platter; rice saffron
N75080,2,23,massaman curry variations,curry massaman; curry gang massaman; curry dang gang; chicken curry railway; chettinad curry; chicken clay curry pot; curry gaeng nang pa; curry kang ped
N77387,2,10,poultry and vegetarian dishes,chicken impossible nuggets; bacon cage eggs free; apple cage chicken eggs free sausage; cage eggs free patties pork sausage; nuggets quorn vegetarian wings; cornish hen joojeh kabob; cornish hen tandoori; cornish grilled hen
N76530,2,18,fried chicken dishes,chicken fried southern; chicken crispy fried; broasted chicken; buttermilk chicken fried; chicken fried southern taco; chicken fried homestyle; broaster chicken mixed; broast
N75993,2,9,chicken leg quarters,chicken quarter; chicken plate quarter; leg quarter; leg quarters tandoori; chicken colombian rotisserie style; chicken leg quarter tikka; chicken quarters smoked; chicken fried leg quarter
N77056,2,55,turkey burgers and sandwiches,burger turkey; sandwich slider turkey; burger grilled turkey; burger enlightened turkey; patties sausage turkey; bacon burger smash turkey; burger classic smash turkey; bacon bbq burger cheddar turkey
N77077,2,12,chicken drumstick dishes,all drums wings; drumettes parmesan; chicken lollipop; chicken drumsticks; chicken drummies; crispy drumsticks; crispy drumstick pepper salty veggie; drumettes
N77055,2,30,pork belly dishes,bowl chashu pork; chashu don pork; belly bowl pork; belly bowl pork rice; braised pork rice; bowl chashu don; bowl chashudon; belly broccoli chinese crispy pork
N77237,2,45,spiced rice dishes,fry stir vegetable; idli sambar; arepa pabellon; beef curry rice; empanada pabellon; pea rice; beef inspired korean plate taco; asada carne shrimp
N75770,2,10,spiced roasted chicken dishes,chicken roasted taco; chicken festive greek platter roasted style two; chicken memphis; chicken memphis plate; chicken peruvian spiced; chicken roasted spring; bird chicken tandoori; bowl chicken harissa
N76794,2,26,tempura roll dishes,roll tempura veggie; roll tempura vegetable; potato roll sweet tempura; california deep fried roll; philly roll tempura; roll spicy temp veg; avocado roll tempura; bean green roll tempura
N77462,2,135,sushi rolls,philadelphia roll; alaska roll; roll sushi; roll salmon skin; chirashi sushi; salmon smoked sushi; roll seattle; hand roll salmon skin
N76368,2,23,Japanese noodle dishes,pasta soba tempura; nabe pasta udon; beef pasta soup udon; kake pasta udon; nabeyaki pasta soba; noodle pasta soup tempura udon; naruto; nabeyaki pasta soup udon
N76549,2,30,beef rice dishes,beef curry fried rice; beef over rice shawarma; gyudon; beef bowl gyudon; bowl don gyu; beef gyro lamb over rice; don yakiniku; bo chien com
N77504,2,52,spicy tofu stews,kimchi stew; soft soup tofu; jjigae kimchi; hot pot spicy; chicken hot pot; clay pot tofu; bean chicken curd; doenjang jjigae
N77172,2,68,chicken lo mein dishes,chicken lo mein; chicken chow mein; house lo mein special; lo mein plain; house lo mein; chicken grilled lo mein orange pasta; chow combination mein; lo mein pasta signature
N76997,2,26,seafood egg dishes,egg foo lobster young; crab egg foo meat young; benedict crab; brie lobster omelette; crab omelet; crab masala; spider sushi; benedict chesapeake
N77528,2,83,seafood shrimp dishes,lobster sauce shrimp; grits shrimp; arroz con mariscos; shrimp soup; pasta shrimp udon; free gluten lobster sauce shrimp; gumbo seafood; hot pot seafood
N77355,2,30,grilled pork rice dishes,grilled pork rice steamed; bi cha com suon tam; ka kao moo; bi cha com nuong tam thit; bowl chashu; bento pork spicy; biet com dac tam; com suon tam
N76726,2,28,vietnamese grilled vermicelli dishes,bowl grilled pork vermicelli; egg grilled pork roll vermicelli; beef bowl grilled vermicelli; bowl egg grilled pork roll vermicelli; grilled pork roll spring; beef grilled noodle pasta vermicelli; bowl grilled pork rice; eggroll grilled pork vermicelli
N76910,2,43,spiced rice dishes,biryani egg; biryani chicken dum; com ga nuong; bbq bowl korean; biryani classic egg; thali; bowl don oyako; chicken jerk plate
N77145,2,55,seafood scallop shrimp dishes,seafood teriyaki; kung pao scallops shrimp; scallop shrimp vegetables; mixed scallops shrimp vegetables; mariscos saltado; mixed scallop shrimp steamed vegetables; bean black sauce scallop shrimp; de mariscos parrillada
N76132,2,15,korean bibimbap variations,bibimbap tofu; bibimbap dolsot; bibimbap bowl bulgogi; bibimbap bowl tofu; bibimbap bulgogi dolsot; bibimbap dolsot haemul; bibimbap dolsot seafood; bibimbap hot pot stone
N76178,2,51,noodle soup dishes,ramen; duck noodle soup; noodle pasta soup spicy; chicken ramen; chili garlic men ra spicy; chicken men ra spicy; chicken cup noodle; chicken noodle noods
N75853,2,21,korean japanese rice dishes,fried kimchi rice; bowl fried kimchi rice; don karaage; bowl chicken karaage; donburi oyako; bowl chicken fried karaage; bento chicken karaage; oyakodon
N77268,2,41,beef rice dishes,beef fried rice; beef fried pasta rice; bibimbap; beef bowl teriyaki; bibimbap bowl; beef bowl fried rice; beef bowl mongolian; arroz carne chaufa de
N76407,2,24,rotisserie chicken dishes,chicken rotisserie style wrap; bowl chicken rotisserie style; chicken quarter rotisserie white; all chicken dark rotisserie; all chicken rotisserie white; chicken garlic herb roasted rotisserie; brasa la pollo; chicken roasted stuffed
